id,date,time,what_i_did,user_id
2640,2025-05-30,12:01-1:00,Eat,Aaba
2641,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2642,2025-05-30,2:01-3:30,anything,Aaba
2643,2025-05-30,3:30-6:00,Home work,Aaba
2644,2025-05-30,6:01-7:30,Watch,Aaba
2645,2025-05-30,7:31-8:30,Dinner,Aaba
2646,2025-05-30,8:31-9:20,Try to sleep,Aaba
2647,2025-05-31,7:30-7:59,Woke up brushed made bed,Aaba
2648,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,Aaba
2649,2025-05-31,8:31-9:00,Play,Aaba
2650,2025-05-31,9:01-9:20,do UCMAS,Aaba
2651,2025-05-31,9:21-10:30,Do anything like Watching drawing and More,Aaba
2652,2025-05-31,10:31-11:00,Do anything,Aaba
2653,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,Aaba
2654,2025-05-31,12:01-1:00,Eat,Aaba
2655,2025-05-31,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaba
2656,2025-05-31,2:01-3:30,anything,Aaba
2657,2025-05-31,3:30-6:00,Home work,Aaba
2658,2025-05-31,6:01-7:30,Watch,Aaba
2659,2025-05-31,7:31-8:30,Dinner,Aaba
2660,2025-05-31,8:31-9:20,Try to sleep,Aaba
2661,2025-05-01,7:30-7:59,Woke up brushed made bed,Aaji
2662,2025-05-01,8:00-8:30,Go downstairs and eat breakfast,Aaji
2663,2025-05-01,8:31-9:00,Play,Aaji
2664,2025-05-01,9:01-9:20,do UCMAS,Aaji
2665,2025-05-01,9:21-10:30,Do anything like Watching drawing and More,Aaji
2666,2025-05-01,10:31-11:00,Do anything,Aaji
2667,2025-05-01,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2668,2025-05-01,12:01-1:00,Eat,Aaji
2669,2025-05-01,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2670,2025-05-01,2:01-3:30,anything,Aaji
2671,2025-05-01,3:30-6:00,Home work,Aaji
2672,2025-05-01,6:01-7:30,Watch,Aaji
2673,2025-05-01,7:31-8:30,Dinner,Aaji
2674,2025-05-01,8:31-9:20,Try to sleep,Aaji
2675,2025-05-02,7:30-7:59,Woke up brushed made bed,Aaji
2676,2025-05-02,8:00-8:30,Go downstairs and eat breakfast,Aaji
2677,2025-05-02,8:31-9:00,Play,Aaji
2678,2025-05-02,9:01-9:20,do UCMAS,Aaji
2679,2025-05-02,9:21-10:30,Do anything like Watching drawing and More,Aaji
2680,2025-05-02,10:31-11:00,Do anything,Aaji
2681,2025-05-02,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2682,2025-05-02,12:01-1:00,Eat,Aaji
2683,2025-05-02,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2684,2025-05-02,2:01-3:30,anything,Aaji
2685,2025-05-02,3:30-6:00,Home work,Aaji
2686,2025-05-02,6:01-7:30,Watch,Aaji
2687,2025-05-02,7:31-8:30,Dinner,Aaji
2688,2025-05-02,8:31-9:20,Try to sleep,Aaji
2689,2025-05-03,7:30-7:59,Woke up brushed made bed,Aaji
2690,2025-05-03,8:00-8:30,Go downstairs and eat breakfast,Aaji
2691,2025-05-03,8:31-9:00,Play,Aaji
2692,2025-05-03,9:01-9:20,do UCMAS,Aaji
2693,2025-05-03,9:21-10:30,Do anything like Watching drawing and More,Aaji
2694,2025-05-03,10:31-11:00,Do anything,Aaji
2695,2025-05-03,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2696,2025-05-03,12:01-1:00,Eat,Aaji
2697,2025-05-03,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2698,2025-05-03,2:01-3:30,anything,Aaji
2699,2025-05-03,3:30-6:00,Home work,Aaji
2700,2025-05-03,6:01-7:30,Watch,Aaji
2701,2025-05-03,7:31-8:30,Dinner,Aaji
2702,2025-05-03,8:31-9:20,Try to sleep,Aaji
2703,2025-05-04,7:30-7:59,Woke up brushed made bed,Aaji
2704,2025-05-04,8:00-8:30,Go downstairs and eat breakfast,Aaji
2705,2025-05-04,8:31-9:00,Play,Aaji
2706,2025-05-04,9:01-9:20,do UCMAS,Aaji
2707,2025-05-04,9:21-10:30,Do anything like Watching drawing and More,Aaji
2708,2025-05-04,10:31-11:00,Do anything,Aaji
2709,2025-05-04,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2710,2025-05-04,12:01-1:00,Eat,Aaji
2711,2025-05-04,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2712,2025-05-04,2:01-3:30,anything,Aaji
2713,2025-05-04,3:30-6:00,Home work,Aaji
2714,2025-05-04,6:01-7:30,Watch,Aaji
2715,2025-05-04,7:31-8:30,Dinner,Aaji
2716,2025-05-04,8:31-9:20,Try to sleep,Aaji
2717,2025-05-05,7:30-7:59,Woke up brushed made bed,Aaji
2718,2025-05-05,8:00-8:30,Go downstairs and eat breakfast,Aaji
2719,2025-05-05,8:31-9:00,Play,Aaji
2720,2025-05-05,9:01-9:20,do UCMAS,Aaji
2721,2025-05-05,9:21-10:30,Do anything like Watching drawing and More,Aaji
2722,2025-05-05,10:31-11:00,Do anything,Aaji
2723,2025-05-05,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2724,2025-05-05,12:01-1:00,Eat,Aaji
2725,2025-05-05,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2726,2025-05-05,2:01-3:30,anything,Aaji
2727,2025-05-05,3:30-6:00,Home work,Aaji
2728,2025-05-05,6:01-7:30,Watch,Aaji
2729,2025-05-05,7:31-8:30,Dinner,Aaji
2730,2025-05-05,8:31-9:20,Try to sleep,Aaji
2731,2025-05-06,7:30-7:59,Woke up brushed made bed,Aaji
2732,2025-05-06,8:00-8:30,Go downstairs and eat breakfast,Aaji
2733,2025-05-06,8:31-9:00,Play,Aaji
2734,2025-05-06,9:01-9:20,do UCMAS,Aaji
2735,2025-05-06,9:21-10:30,Do anything like Watching drawing and More,Aaji
2736,2025-05-06,10:31-11:00,Do anything,Aaji
2737,2025-05-06,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2738,2025-05-06,12:01-1:00,Eat,Aaji
2739,2025-05-06,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2740,2025-05-06,2:01-3:30,anything,Aaji
2741,2025-05-06,3:30-6:00,Home work,Aaji
2742,2025-05-06,6:01-7:30,Watch,Aaji
2743,2025-05-06,7:31-8:30,Dinner,Aaji
2744,2025-05-06,8:31-9:20,Try to sleep,Aaji
2745,2025-05-07,7:30-7:59,Woke up brushed made bed,Aaji
2746,2025-05-07,8:00-8:30,Go downstairs and eat breakfast,Aaji
2747,2025-05-07,8:31-9:00,Play,Aaji
2748,2025-05-07,9:01-9:20,do UCMAS,Aaji
2749,2025-05-07,9:21-10:30,Do anything like Watching drawing and More,Aaji
2750,2025-05-07,10:31-11:00,Do anything,Aaji
2751,2025-05-07,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2752,2025-05-07,12:01-1:00,Eat,Aaji
2753,2025-05-07,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2754,2025-05-07,2:01-3:30,anything,Aaji
2755,2025-05-07,3:30-6:00,Home work,Aaji
2756,2025-05-07,6:01-7:30,Watch,Aaji
2757,2025-05-07,7:31-8:30,Dinner,Aaji
2758,2025-05-07,8:31-9:20,Try to sleep,Aaji
2759,2025-05-08,7:30-7:59,Woke up brushed made bed,Aaji
2760,2025-05-08,8:00-8:30,Go downstairs and eat breakfast,Aaji
2761,2025-05-08,8:31-9:00,Play,Aaji
2762,2025-05-08,9:01-9:20,do UCMAS,Aaji
2763,2025-05-08,9:21-10:30,Do anything like Watching drawing and More,Aaji
2764,2025-05-08,10:31-11:00,Do anything,Aaji
2765,2025-05-08,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2766,2025-05-08,12:01-1:00,Eat,Aaji
2767,2025-05-08,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2768,2025-05-08,2:01-3:30,anything,Aaji
2769,2025-05-08,3:30-6:00,Home work,Aaji
2770,2025-05-08,6:01-7:30,Watch,Aaji
2771,2025-05-08,7:31-8:30,Dinner,Aaji
2772,2025-05-08,8:31-9:20,Try to sleep,Aaji
2773,2025-05-09,7:30-7:59,Woke up brushed made bed,Aaji
2774,2025-05-09,8:00-8:30,Go downstairs and eat breakfast,Aaji
2775,2025-05-09,8:31-9:00,Play,Aaji
2776,2025-05-09,9:01-9:20,do UCMAS,Aaji
2777,2025-05-09,9:21-10:30,Do anything like Watching drawing and More,Aaji
2778,2025-05-09,10:31-11:00,Do anything,Aaji
2779,2025-05-09,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2780,2025-05-09,12:01-1:00,Eat,Aaji
2781,2025-05-09,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2782,2025-05-09,2:01-3:30,anything,Aaji
2783,2025-05-09,3:30-6:00,Home work,Aaji
2784,2025-05-09,6:01-7:30,Watch,Aaji
2785,2025-05-09,7:31-8:30,Dinner,Aaji
2786,2025-05-09,8:31-9:20,Try to sleep,Aaji
2787,2025-05-10,7:30-7:59,Woke up brushed made bed,Aaji
2788,2025-05-10,8:00-8:30,Go downstairs and eat breakfast,Aaji
2789,2025-05-10,8:31-9:00,Play,Aaji
2790,2025-05-10,9:01-9:20,do UCMAS,Aaji
2791,2025-05-10,9:21-10:30,Do anything like Watching drawing and More,Aaji
2792,2025-05-10,10:31-11:00,Do anything,Aaji
2793,2025-05-10,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2794,2025-05-10,12:01-1:00,Eat,Aaji
2795,2025-05-10,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2796,2025-05-10,2:01-3:30,anything,Aaji
2797,2025-05-10,3:30-6:00,Home work,Aaji
2798,2025-05-10,6:01-7:30,Watch,Aaji
2799,2025-05-10,7:31-8:30,Dinner,Aaji
2800,2025-05-10,8:31-9:20,Try to sleep,Aaji
2801,2025-05-11,7:30-7:59,Woke up brushed made bed,Aaji
2802,2025-05-11,8:00-8:30,Go downstairs and eat breakfast,Aaji
2803,2025-05-11,8:31-9:00,Play,Aaji
2804,2025-05-11,9:01-9:20,do UCMAS,Aaji
2805,2025-05-11,9:21-10:30,Do anything like Watching drawing and More,Aaji
2806,2025-05-11,10:31-11:00,Do anything,Aaji
2807,2025-05-11,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2808,2025-05-11,12:01-1:00,Eat,Aaji
2809,2025-05-11,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2810,2025-05-11,2:01-3:30,anything,Aaji
2811,2025-05-11,3:30-6:00,Home work,Aaji
2812,2025-05-11,6:01-7:30,Watch,Aaji
2813,2025-05-11,7:31-8:30,Dinner,Aaji
2814,2025-05-11,8:31-9:20,Try to sleep,Aaji
2815,2025-05-12,7:30-7:59,Woke up brushed made bed,Aaji
2816,2025-05-12,8:00-8:30,Go downstairs and eat breakfast,Aaji
2817,2025-05-12,8:31-9:00,Play,Aaji
2818,2025-05-12,9:01-9:20,do UCMAS,Aaji
2819,2025-05-12,9:21-10:30,Do anything like Watching drawing and More,Aaji
2820,2025-05-12,10:31-11:00,Do anything,Aaji
2821,2025-05-12,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2822,2025-05-12,12:01-1:00,Eat,Aaji
2823,2025-05-12,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2824,2025-05-12,2:01-3:30,anything,Aaji
2825,2025-05-12,3:30-6:00,Home work,Aaji
2826,2025-05-12,6:01-7:30,Watch,Aaji
2827,2025-05-12,7:31-8:30,Dinner,Aaji
2828,2025-05-12,8:31-9:20,Try to sleep,Aaji
2829,2025-05-13,7:30-7:59,Woke up brushed made bed,Aaji
2830,2025-05-13,8:00-8:30,Go downstairs and eat breakfast,Aaji
2831,2025-05-13,8:31-9:00,Play,Aaji
2832,2025-05-13,9:01-9:20,do UCMAS,Aaji
2833,2025-05-13,9:21-10:30,Do anything like Watching drawing and More,Aaji
2834,2025-05-13,10:31-11:00,Do anything,Aaji
2835,2025-05-13,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2836,2025-05-13,12:01-1:00,Eat,Aaji
2837,2025-05-13,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2838,2025-05-13,2:01-3:30,anything,Aaji
2839,2025-05-13,3:30-6:00,Home work,Aaji
2840,2025-05-13,6:01-7:30,Watch,Aaji
2841,2025-05-13,7:31-8:30,Dinner,Aaji
2842,2025-05-13,8:31-9:20,Try to sleep,Aaji
2843,2025-05-14,7:30-7:59,Woke up brushed made bed,Aaji
2844,2025-05-14,8:00-8:30,Go downstairs and eat breakfast,Aaji
2845,2025-05-14,8:31-9:00,Play,Aaji
2846,2025-05-14,9:01-9:20,do UCMAS,Aaji
2847,2025-05-14,9:21-10:30,Do anything like Watching drawing and More,Aaji
2848,2025-05-14,10:31-11:00,Do anything,Aaji
2849,2025-05-14,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2850,2025-05-14,12:01-1:00,Eat,Aaji
2851,2025-05-14,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2852,2025-05-14,2:01-3:30,anything,Aaji
2853,2025-05-14,3:30-6:00,Home work,Aaji
2854,2025-05-14,6:01-7:30,Watch,Aaji
2855,2025-05-14,7:31-8:30,Dinner,Aaji
2856,2025-05-14,8:31-9:20,Try to sleep,Aaji
2857,2025-05-15,7:30-7:59,Woke up brushed made bed,Aaji
2858,2025-05-15,8:00-8:30,Go downstairs and eat breakfast,Aaji
2859,2025-05-15,8:31-9:00,Play,Aaji
2860,2025-05-15,9:01-9:20,do UCMAS,Aaji
2861,2025-05-15,9:21-10:30,Do anything like Watching drawing and More,Aaji
2862,2025-05-15,10:31-11:00,Do anything,Aaji
2863,2025-05-15,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2864,2025-05-15,12:01-1:00,Eat,Aaji
2865,2025-05-15,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2866,2025-05-15,2:01-3:30,anything,Aaji
2867,2025-05-15,3:30-6:00,Home work,Aaji
2868,2025-05-15,6:01-7:30,Watch,Aaji
2869,2025-05-15,7:31-8:30,Dinner,Aaji
2870,2025-05-15,8:31-9:20,Try to sleep,Aaji
2871,2025-05-16,7:30-7:59,Woke up brushed made bed,Aaji
2872,2025-05-16,8:00-8:30,Go downstairs and eat breakfast,Aaji
2873,2025-05-16,8:31-9:00,Play,Aaji
2874,2025-05-16,9:01-9:20,do UCMAS,Aaji
2875,2025-05-16,9:21-10:30,Do anything like Watching drawing and More,Aaji
2876,2025-05-16,10:31-11:00,Do anything,Aaji
2877,2025-05-16,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2878,2025-05-16,12:01-1:00,Eat,Aaji
2879,2025-05-16,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2880,2025-05-16,2:01-3:30,anything,Aaji
2881,2025-05-16,3:30-6:00,Home work,Aaji
2882,2025-05-16,6:01-7:30,Watch,Aaji
2883,2025-05-16,7:31-8:30,Dinner,Aaji
2884,2025-05-16,8:31-9:20,Try to sleep,Aaji
2885,2025-05-17,7:30-7:59,Woke up brushed made bed,Aaji
2886,2025-05-17,8:00-8:30,Go downstairs and eat breakfast,Aaji
2887,2025-05-17,8:31-9:00,Play,Aaji
2888,2025-05-17,9:01-9:20,do UCMAS,Aaji
2889,2025-05-17,9:21-10:30,Do anything like Watching drawing and More,Aaji
2890,2025-05-17,10:31-11:00,Do anything,Aaji
2891,2025-05-17,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2892,2025-05-17,12:01-1:00,Eat,Aaji
2893,2025-05-17,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2894,2025-05-17,2:01-3:30,anything,Aaji
2895,2025-05-17,3:30-6:00,Home work,Aaji
2896,2025-05-17,6:01-7:30,Watch,Aaji
2897,2025-05-17,7:31-8:30,Dinner,Aaji
2898,2025-05-17,8:31-9:20,Try to sleep,Aaji
2899,2025-05-18,7:30-7:59,Woke up brushed made bed,Aaji
2900,2025-05-18,8:00-8:30,Go downstairs and eat breakfast,Aaji
2901,2025-05-18,8:31-9:00,Play,Aaji
2902,2025-05-18,9:01-9:20,do UCMAS,Aaji
2903,2025-05-18,9:21-10:30,Do anything like Watching drawing and More,Aaji
2904,2025-05-18,10:31-11:00,Do anything,Aaji
2905,2025-05-18,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2906,2025-05-18,12:01-1:00,Eat,Aaji
2907,2025-05-18,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2908,2025-05-18,2:01-3:30,anything,Aaji
2909,2025-05-18,3:30-6:00,Home work,Aaji
2910,2025-05-18,6:01-7:30,Watch,Aaji
2911,2025-05-18,7:31-8:30,Dinner,Aaji
2912,2025-05-18,8:31-9:20,Try to sleep,Aaji
2913,2025-05-19,7:30-7:59,Woke up brushed made bed,Aaji
2914,2025-05-19,8:00-8:30,Go downstairs and eat breakfast,Aaji
2915,2025-05-19,8:31-9:00,Play,Aaji
2916,2025-05-19,9:01-9:20,do UCMAS,Aaji
2917,2025-05-19,9:21-10:30,Do anything like Watching drawing and More,Aaji
2918,2025-05-19,10:31-11:00,Do anything,Aaji
2919,2025-05-19,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2920,2025-05-19,12:01-1:00,Eat,Aaji
2921,2025-05-19,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2922,2025-05-19,2:01-3:30,anything,Aaji
2923,2025-05-19,3:30-6:00,Home work,Aaji
2924,2025-05-19,6:01-7:30,Watch,Aaji
2925,2025-05-19,7:31-8:30,Dinner,Aaji
2926,2025-05-19,8:31-9:20,Try to sleep,Aaji
2927,2025-05-20,7:30-7:59,Woke up brushed made bed,Aaji
2928,2025-05-20,8:00-8:30,Go downstairs and eat breakfast,Aaji
2929,2025-05-20,8:31-9:00,Play,Aaji
2930,2025-05-20,9:01-9:20,do UCMAS,Aaji
2931,2025-05-20,9:21-10:30,Do anything like Watching drawing and More,Aaji
2932,2025-05-20,10:31-11:00,Do anything,Aaji
2933,2025-05-20,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2934,2025-05-20,12:01-1:00,Eat,Aaji
2935,2025-05-20,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2936,2025-05-20,2:01-3:30,anything,Aaji
2937,2025-05-20,3:30-6:00,Home work,Aaji
2938,2025-05-20,6:01-7:30,Watch,Aaji
2939,2025-05-20,7:31-8:30,Dinner,Aaji
2940,2025-05-20,8:31-9:20,Try to sleep,Aaji
2941,2025-05-21,7:30-7:59,Woke up brushed made bed,Aaji
2942,2025-05-21,8:00-8:30,Go downstairs and eat breakfast,Aaji
2943,2025-05-21,8:31-9:00,Play,Aaji
2944,2025-05-21,9:01-9:20,do UCMAS,Aaji
2945,2025-05-21,9:21-10:30,Do anything like Watching drawing and More,Aaji
2946,2025-05-21,10:31-11:00,Do anything,Aaji
2947,2025-05-21,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2948,2025-05-21,12:01-1:00,Eat,Aaji
2949,2025-05-21,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2950,2025-05-21,2:01-3:30,anything,Aaji
2951,2025-05-21,3:30-6:00,Home work,Aaji
2952,2025-05-21,6:01-7:30,Watch,Aaji
2953,2025-05-21,7:31-8:30,Dinner,Aaji
2954,2025-05-21,8:31-9:20,Try to sleep,Aaji
2955,2025-05-22,7:30-7:59,Woke up brushed made bed,Aaji
2956,2025-05-22,8:00-8:30,Go downstairs and eat breakfast,Aaji
2957,2025-05-22,8:31-9:00,Play,Aaji
2958,2025-05-22,9:01-9:20,do UCMAS,Aaji
2959,2025-05-22,9:21-10:30,Do anything like Watching drawing and More,Aaji
2960,2025-05-22,10:31-11:00,Do anything,Aaji
2961,2025-05-22,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2962,2025-05-22,12:01-1:00,Eat,Aaji
2963,2025-05-22,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2964,2025-05-22,2:01-3:30,anything,Aaji
2965,2025-05-22,3:30-6:00,Home work,Aaji
2966,2025-05-22,6:01-7:30,Watch,Aaji
2967,2025-05-22,7:31-8:30,Dinner,Aaji
2968,2025-05-22,8:31-9:20,Try to sleep,Aaji
2969,2025-05-23,7:30-7:59,Woke up brushed made bed,Aaji
2970,2025-05-23,8:00-8:30,Go downstairs and eat breakfast,Aaji
2971,2025-05-23,8:31-9:00,Play,Aaji
2972,2025-05-23,9:01-9:20,do UCMAS,Aaji
2973,2025-05-23,9:21-10:30,Do anything like Watching drawing and More,Aaji
2974,2025-05-23,10:31-11:00,Do anything,Aaji
2975,2025-05-23,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2976,2025-05-23,12:01-1:00,Eat,Aaji
2977,2025-05-23,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2978,2025-05-23,2:01-3:30,anything,Aaji
2979,2025-05-23,3:30-6:00,Home work,Aaji
2980,2025-05-23,6:01-7:30,Watch,Aaji
2981,2025-05-23,7:31-8:30,Dinner,Aaji
2982,2025-05-23,8:31-9:20,Try to sleep,Aaji
2983,2025-05-24,7:30-7:59,Woke up brushed made bed,Aaji
2984,2025-05-24,8:00-8:30,Go downstairs and eat breakfast,Aaji
2985,2025-05-24,8:31-9:00,Play,Aaji
2986,2025-05-24,9:01-9:20,do UCMAS,Aaji
2987,2025-05-24,9:21-10:30,Do anything like Watching drawing and More,Aaji
2988,2025-05-24,10:31-11:00,Do anything,Aaji
2989,2025-05-24,11:01-12:00,Maybe told to do homework or play outside.,Aaji
2990,2025-05-24,12:01-1:00,Eat,Aaji
2991,2025-05-24,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
2992,2025-05-24,2:01-3:30,anything,Aaji
2993,2025-05-24,3:30-6:00,Home work,Aaji
2994,2025-05-24,6:01-7:30,Watch,Aaji
2995,2025-05-24,7:31-8:30,Dinner,Aaji
2996,2025-05-24,8:31-9:20,Try to sleep,Aaji
2997,2025-05-25,7:30-7:59,Woke up brushed made bed,Aaji
2998,2025-05-25,8:00-8:30,Go downstairs and eat breakfast,Aaji
2999,2025-05-25,8:31-9:00,Play,Aaji
3000,2025-05-25,9:01-9:20,do UCMAS,Aaji
3001,2025-05-25,9:21-10:30,Do anything like Watching drawing and More,Aaji
3002,2025-05-25,10:31-11:00,Do anything,Aaji
3003,2025-05-25,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3004,2025-05-25,12:01-1:00,Eat,Aaji
3005,2025-05-25,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3006,2025-05-25,2:01-3:30,anything,Aaji
3007,2025-05-25,3:30-6:00,Home work,Aaji
3008,2025-05-25,6:01-7:30,Watch,Aaji
3009,2025-05-25,7:31-8:30,Dinner,Aaji
3010,2025-05-25,8:31-9:20,Try to sleep,Aaji
3011,2025-05-26,7:30-7:59,Woke up brushed made bed,Aaji
3012,2025-05-26,8:00-8:30,Go downstairs and eat breakfast,Aaji
3013,2025-05-26,8:31-9:00,Play,Aaji
3014,2025-05-26,9:01-9:20,do UCMAS,Aaji
3015,2025-05-26,9:21-10:30,Do anything like Watching drawing and More,Aaji
3016,2025-05-26,10:31-11:00,Do anything,Aaji
3017,2025-05-26,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3018,2025-05-26,12:01-1:00,Eat,Aaji
3019,2025-05-26,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3020,2025-05-26,2:01-3:30,anything,Aaji
3021,2025-05-26,3:30-6:00,Home work,Aaji
3022,2025-05-26,6:01-7:30,Watch,Aaji
3023,2025-05-26,7:31-8:30,Dinner,Aaji
3024,2025-05-26,8:31-9:20,Try to sleep,Aaji
3025,2025-05-27,7:30-7:59,Woke up brushed made bed,Aaji
3026,2025-05-27,8:00-8:30,Go downstairs and eat breakfast,Aaji
3027,2025-05-27,8:31-9:00,Play,Aaji
3028,2025-05-27,9:01-9:20,do UCMAS,Aaji
3029,2025-05-27,9:21-10:30,Do anything like Watching drawing and More,Aaji
3030,2025-05-27,10:31-11:00,Do anything,Aaji
3031,2025-05-27,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3032,2025-05-27,12:01-1:00,Eat,Aaji
3033,2025-05-27,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3034,2025-05-27,2:01-3:30,anything,Aaji
3035,2025-05-27,3:30-6:00,Home work,Aaji
3036,2025-05-27,6:01-7:30,Watch,Aaji
3037,2025-05-27,7:31-8:30,Dinner,Aaji
3038,2025-05-27,8:31-9:20,Try to sleep,Aaji
3039,2025-05-28,7:30-7:59,Woke up brushed made bed,Aaji
3040,2025-05-28,8:00-8:30,Go downstairs and eat breakfast,Aaji
3041,2025-05-28,8:31-9:00,Play,Aaji
3042,2025-05-28,9:01-9:20,do UCMAS,Aaji
3043,2025-05-28,9:21-10:30,Do anything like Watching drawing and More,Aaji
3044,2025-05-28,10:31-11:00,Do anything,Aaji
3045,2025-05-28,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3046,2025-05-28,12:01-1:00,Eat,Aaji
3047,2025-05-28,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3048,2025-05-28,2:01-3:30,anything,Aaji
3049,2025-05-28,3:30-6:00,Home work,Aaji
3050,2025-05-28,6:01-7:30,Watch,Aaji
3051,2025-05-28,7:31-8:30,Dinner,Aaji
3052,2025-05-28,8:31-9:20,Try to sleep,Aaji
3053,2025-05-29,7:30-7:59,Woke up brushed made bed,Aaji
3054,2025-05-29,8:00-8:30,Go downstairs and eat breakfast,Aaji
3055,2025-05-29,8:31-9:00,Play,Aaji
3056,2025-05-29,9:01-9:20,do UCMAS,Aaji
3057,2025-05-29,9:21-10:30,Do anything like Watching drawing and More,Aaji
3058,2025-05-29,10:31-11:00,Do anything,Aaji
3059,2025-05-29,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3060,2025-05-29,12:01-1:00,Eat,Aaji
3061,2025-05-29,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3062,2025-05-29,2:01-3:30,anything,Aaji
3063,2025-05-29,3:30-6:00,Home work,Aaji
3064,2025-05-29,6:01-7:30,Watch,Aaji
3065,2025-05-29,7:31-8:30,Dinner,Aaji
3066,2025-05-29,8:31-9:20,Try to sleep,Aaji
3067,2025-05-30,7:30-7:59,Woke up brushed made bed,Aaji
3068,2025-05-30,8:00-8:30,Go downstairs and eat breakfast,Aaji
3069,2025-05-30,8:31-9:00,Play,Aaji
3070,2025-05-30,9:01-9:20,do UCMAS,Aaji
3071,2025-05-30,9:21-10:30,Do anything like Watching drawing and More,Aaji
3072,2025-05-30,10:31-11:00,Do anything,Aaji
3073,2025-05-30,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3074,2025-05-30,12:01-1:00,Eat,Aaji
3075,2025-05-30,1:01-2:00,eat if didn't eat from 12:01-1:00,Aaji
3076,2025-05-30,2:01-3:30,anything,Aaji
3077,2025-05-30,3:30-6:00,Home work,Aaji
3078,2025-05-30,6:01-7:30,Watch,Aaji
3079,2025-05-30,7:31-8:30,Dinner,Aaji
3080,2025-05-30,8:31-9:20,Try to sleep,Aaji
3081,2025-05-31,7:30-7:59,Woke up brushed made bed,Aaji
3082,2025-05-31,8:00-8:30,Go downstairs and eat breakfast,Aaji
3083,2025-05-31,8:31-9:00,Play,Aaji
3084,2025-05-31,9:01-9:20,do UCMAS,Aaji
3085,2025-05-31,9:21-10:30,Do anything like Watching drawing and More,Aaji
3086,2025-05-31,10:31-11:00,Do anything,Aaji
3087,2025-05-31,11:01-12:00,Maybe told to do homework or play outside.,Aaji
3088,2025-05-31,12:01-1:00,Eat,Aaji
